year,month,element,day1,day2,day3,day4,day5,day6,day7,day8,day9,day10,day11,day12,day13,day14,day15,day16,day17,day18,day19,day20,day21,day22,day23,day24,day25,day26,day27,day28,day29,day30,day31
2018,1,max,17.573016045594,19.7968152437196,22.4124947272441,17.81316318183,20.165824939329,17.0605389690103,22.7361341703634,20.6169209375634,18.2298108278555,19.0672881907461,19.3610019544763,20.9821342372508,21.6680045735003,19.4416642872599,17.6095442022313,20.2455819608015,17.3867741664288,22.5495718943414,19.898544360983,20.8361528316735,18.4273613229882,22.6292256804095,19.0136736584185,17.831557769432,17.0183158716873,21.8373874192496,19.7002554689867,19.0840564347083,18.5346896442632,20.7872752112131,21.1174227885547
2018,1,min,22.7257595077058,21.0078650138444,17.7307917120363,18.0452896675145,20.766733722707,18.6566513468835,22.6074808783597,22.468289320664,18.1263163478333,19.9311289942387,22.5983253059736,17.715137369714,17.9403343181546,19.8536508365566,18.6623785441861,17.2158394547942,21.6624703442274,17.2025081797687,19.6974955390674,22.1821560405196,21.5324415081477,21.1634913848322,17.3716525176937,17.1945301469741,18.9641899080831,17.8923847634905,17.6461385974766,19.8441248368834,22.7298589985421,19.7689166935023,20.9134430837146
2018,2,max,19.0151202464501,19.2618049136224,17.5107127318803,21.0804253816609,17.9157493829687,19.0821448545232,18.0560229765016,22.4380197313936,21.9386467467426,20.6231696181324,22.9198274912066,22.0130884818089,20.8996787640284,22.1422115053965,20.7639994223378,20.7876517946014,17.8544110414748,19.2801970200571,17.6242063593887,20.3324753649239,19.0455236746302,21.2549680608837,20.3463238098275,20.0360189064485,22.9267726477126,17.5331716136795,20.3089266249571,20.4388993320629,17.0058062704823,18.3465340198225,20.8781652569922
2018,2,min,18.6538426313368,22.8186001075216,21.8426730121038,21.9581588733856,22.5230781072401,18.5354685109587,19.6361579817147,21.8573875972295,21.1529484132257,20.4066060676121,22.3837400435776,22.0775851324422,19.7084657766413,19.1874201946113,22.1250014834846,17.9828672094427,21.9129049448855,20.0113134772195,17.0657550838935,20.1254268177574,21.015635111345,19.7119737364535,20.5862320366543,18.7808396212918,20.0656327665807,18.2935478830816,20.8236614408507,18.0561117535355,22.7482918334349,22.470171505564,18.6020072120044
2018,3,max,20.7411146461458,19.704016225606,17.0398111299587,20.7039079308964,22.7141246450219,17.2049998350719,19.0795026733378,19.3851052404591,22.6410074496009,21.5237446485913,19.0318102290474,18.1899388573632,22.9065032501843,22.0625264706872,22.7490020400598,17.2570757626071,21.643315148494,17.9181473126144,19.1806568812703,20.7006934127631,18.7906426074182,19.5289634491048,19.5636891270495,22.6589973024883,22.4463566318679,17.9112400105292,22.5919926619281,17.406800037024,19.1187124055236,22.767154183804,17.1194517884516
2018,3,min,17.2504307601022,20.3258292077671,21.4730714846174,18.1329623310409,18.4058752422928,21.2022946225454,22.7564327379801,20.0694648904117,22.5765010523666,22.6599779692408,17.5577083256018,21.7058881853521,18.4520078691912,21.6456809346556,22.0217405584155,21.6301865386966,22.9357983814946,21.5886410637378,20.0364416267153,19.3336339124701,17.4260372841165,18.71060872803,19.523040761145,18.160872354529,17.34322243547,21.365854475702,18.1984528275908,19.4694897977204,22.7320712252094,19.5583731894837,21.2058580989829
2018,4,max,20.4080294749727,21.6343458579571,22.6778630008634,20.8395576999961,19.3713991156616,18.2025779207126,21.91666635501,18.7477516132855,21.7492241445815,17.5076774387005,21.7617346934912,19.1721335108255,18.9066968809742,20.0993642647256,19.7433489271006,18.4938666480597,19.290018284715,19.6594835009486,22.0041235782145,22.0783970468071,20.7280416160202,18.086580489234,21.8619760374995,22.6058321993787,19.2098118914958,20.8329804329207,20.7978011290479,22.9403089333132,21.0369399474555,21.0435973218654,18.2191162287242
2018,4,min,21.8494494018147,19.6596737141623,18.0095259775248,19.4508918295734,22.6651837771654,20.3738789943506,19.2454551460626,21.3896770881172,17.4759911448614,21.8914050041861,21.3513488302334,18.5148121482855,17.4111949185329,18.4317593193763,21.1653688170889,21.1451726210828,17.640570967186,18.0671031038478,17.132043974375,20.2783317210259,18.7280156394323,17.7009620976202,22.2412206542981,18.9802260591679,18.8791812235549,17.7092690874898,20.6612465489625,20.7066720702577,19.9687995606694,18.6437171240327,19.9535859644648
2018,5,max,21.3540890822388,21.8067045128695,19.8632288049634,22.4752198520996,18.9967001505037,20.8518057517676,18.7745008443906,17.8812698672822,18.5844078644599,21.3018968122679,20.5740710713014,22.7233497556074,22.8563401270635,22.9332602912419,19.5382993797883,18.9237983402487,18.8146086280147,17.637653614776,18.4579407479286,20.0312851679492,20.2354207879703,20.5090227898131,20.0807426962794,22.5935432650858,18.806515633772,17.1613252953774,19.362999390417,17.890202485727,18.6950617271211,18.3591343033015,19.559418228778
2018,5,min,18.889094532488,20.1233200375208,19.3768663237231,21.9896486192403,17.4597967996458,21.0837191645783,20.6701796182887,22.3787575492394,18.6036131714796,19.4420655377342,22.4823988941877,17.8118820557906,18.0048770084849,22.703267333783,17.860153461937,18.8297481941566,21.9140645209748,20.4413002485478,17.3416786530557,22.5347922512555,17.5590473499981,20.8108722123043,18.2542635966094,20.2110348632351,20.6792651185987,21.6250883393038,21.2605362788498,21.3582981597944,20.760567511888,19.9938437001899,22.9085475096759
2018,6,max,22.419376918058,20.3896705512193,22.6699229545071,22.8103371450136,20.3001083735815,17.0911765535229,20.1951004360995,18.8733915750922,19.9961826619258,18.4539090779711,19.4839944089773,22.6134429053102,21.4139604235488,18.1787471612804,21.7594361574882,18.976874502626,22.1754621464391,17.8535441460535,20.7479563019123,22.8905248539782,21.0275002499246,21.7815421726885,17.0152845267314,19.6861876317177,17.9873419088452,21.435778059891,21.7369611903442,20.5259927635071,20.0037748661588,21.6479748084944,17.2773688326482
2018,6,min,21.1216871561193,19.3570053447161,17.3461152828277,17.3598554126665,18.9565838086451,18.8308795005772,17.5143776227019,19.9358160179593,20.2492270664687,18.441432421603,22.4372384592091,19.962931139525,19.3013560914046,21.7970491539196,17.3238840492926,18.9816613157745,19.097782767638,17.3127899913132,22.7569981237516,20.424337183784,21.7720846557387,18.7400194852435,22.8932756873991,18.7024745068672,19.1787347775525,17.1667162750682,21.2367754444822,22.4278987352333,19.0302430707201,22.9543662595269,20.9099821934627
2018,7,max,19.0061946526662,19.5121174858264,21.2499079368079,19.4722569701668,17.6827566868615,18.012483486779,22.6225907025961,19.7789094300491,18.612862619736,18.9386002648858,20.145241158247,18.1828404322135,19.9050837675792,17.7234715444299,20.4013731492061,21.9447104582702,19.0522124496329,20.697861988633,17.4230768381059,22.8049648812743,20.821961760722,18.3647304870895,21.0495192889595,22.172182131111,22.0325629992132,19.7263910147469,19.3595455086636,19.4184475987837,22.1301863119646,20.058016509874,18.3718375365288
2018,7,min,19.704781540657,20.8180294959793,21.9989874219925,21.641960837444,21.9742380472745,22.6216326343585,19.7061719556647,19.895614134043,22.361559582791,17.0538502637388,19.9239045994098,17.6192607758611,17.8778998950917,18.1920217999521,19.2916748909995,22.3083520998043,22.512058992439,22.078248274933,20.9008849179505,22.3432082091508,18.3387420197486,22.2993869298949,21.5235295650747,20.2304447852111,17.2910233496094,21.0605010303867,18.3803875764732,22.1577229414825,20.0657600039114,21.2949032584698,18.3033141905569
2018,8,max,21.7364119179548,20.7405064073294,21.3840801969874,20.8389485912832,19.4508188769806,21.0234731752952,18.9966526681462,21.0624666626003,22.7783489018194,22.8532730188019,20.8446470081379,22.3080151938949,22.2384611295129,18.5383908107729,20.2040032784328,20.0761538368617,18.4381607129123,21.0176637698424,18.9876004771096,21.0924651338903,22.4940966169809,22.7349524144151,18.3100302924967,22.0975066446538,17.0021208843141,22.9111121604324,19.7716280657398,20.5818454014433,22.6147603822841,19.7841926620135,21.4203381804472
2018,8,min,18.8962217994181,18.2872669799382,19.7708683564326,17.7978504866535,18.3184059767729,18.5181999700726,17.9609979303495,18.4547564456869,19.456055911869,17.2991538701719,19.2099878783431,19.8949779290275,20.3481554325386,18.9957400956305,21.8457960377304,18.8391542278511,18.0741450973937,22.3906896167138,19.582610356111,19.618039412158,17.0969919613653,21.1068878652289,18.0914297597897,19.8115309551458,20.8089509727265,22.0645478106546,21.9132601016069,18.9847136384134,18.3276335721448,19.0719131618692,18.5384766411818
2018,10,max,18.5033136049197,21.9192211938224,22.2227314170462,20.0563393027471,21.1713417632885,17.5247720904564,18.8450437597664,22.9346869927525,20.2548944212784,19.387603592921,21.4868784266777,20.4082381081622,21.7388532668676,18.9788051671244,21.7529805853849,22.5332818051822,17.4628552143933,22.7098936974867,21.7957720708172,22.768198304624,19.3706539684449,20.1149714758028,20.8852681218432,19.7965392808799,18.9256042704109,18.5035754845582,20.6954165447261,17.5225788714997,18.2254444662708,20.3581779538853,21.5307728920255
